Title,Date,View_URL,View,View1,middle,Author,colsm4,colsm42,colsm43,maintext,View4,View5,View6,View7,Like,socialshareicon,socialshareicon_URL,socialshareicon8,socialshareicon_URL9,socialshareicon10,socialshareicon_URL11,socialshareicon12,Content
Former Employee - Anonymous Employee,"April 13, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW32705388.htm,"""Good""",3.0,,,,,,I worked at Google part-time,Pros,"It was good, they had free snacks",Cons,Good but expected better salary,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW32705388.htm&text=Google+review+on+%23Glassdoor%3A+%22Good%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Good%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW32705388.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW32705388.htm,Copy Link,Flag as Inappropriate
Current Employee - Anonymous Employee,"April 9, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW32675028.htm,"""Good place to work""",4.0,,,,,,I have been working at Google full-time,Pros,Good benefits and flexible culture,Cons,"Hard to navigate, teams are constantly changing",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW32675028.htm&text=Google+review+on+%23Glassdoor%3A+%22Good%20place%20to%20work%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Good%20place%20to%20work%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW32675028.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW32675028.htm,Copy Link,Flag as Inappropriate
Former Employee - HRO,"March 23, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW32465166.htm,"""Excellence""",5.0,in Singapore,Singapore,Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time for more than a year,Pros,comfortable and very good work environment,Cons,overall it's good and there are no cons,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW32465166.htm&text=Google+review+on+%23Glassdoor%3A+%22Excellence%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Excellence%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW32465166.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW32465166.htm,Copy Link,Flag as Inappropriate
Former Employee - Security Officer,"March 23, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW32465670.htm,"""Great company to work for""",5.0,,,Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time for more than 3 years,Pros,"Benefits, liberty to express your opinion.",Cons,Very competitive and challenging environment.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW32465670.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20company%20to%20work%20for%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20company%20to%20work%20for%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW32465670.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW32465670.htm,Copy Link,Flag as Inappropriate
Current Employee - Manager,"April 4, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW32600421.htm,"""Just like any other company""",3.0,in Singapore,Singapore,Recommends,Neutral Outlook,Disapproves of CEO,I have been working at Google full-time for more than 3 years,Pros,Great company of people to learn from,Cons,Cons of any big company,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW32600421.htm&text=Google+review+on+%23Glassdoor%3A+%22Just%20like%20any%20other%20company%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Just%20like%20any%20other%20company%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW32600421.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW32600421.htm,Copy Link,Flag as Inappropriate
Current Employee - Anonymous Employee,"March 8, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW32265152.htm,"""Great employer""",5.0,,,Recommends,Positive Outlook,No Opinion of CEO,I have been working at Google full-time for more than 5 years,Pros,"Amazing perks, very people-oriented, supportive managers",Cons,Is becoming more corporate in processes etc given the size it's growing to,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW32265152.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20employer%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20employer%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW32265152.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW32265152.htm,Copy Link,Flag as Inappropriate
Current Employee - Anonymous Employee,"March 18, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW32418379.htm,"""Great Benefits""",4.0,,,,,,I have been working at Google full-time,Pros,Overall mission to the right thing,Cons,APAC leadership too focussed on sales,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW32418379.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20Benefits%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20Benefits%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW32418379.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW32418379.htm,Copy Link,Flag as Inappropriate
Former Employee - MBA Candidate,"February 13, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW31845914.htm,"""Amazing learning experience""",5.0,in Singapore,Singapore,Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time,Pros,"Great benefits, great people, best managers I've ever had",Cons,Very political and the culture is changing (for worse),,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW31845914.htm&text=Google+review+on+%23Glassdoor%3A+%22Amazing%20learning%20experience%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Amazing%20learning%20experience%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW31845914.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW31845914.htm,Copy Link,Flag as Inappropriate
Current Employee - Digital Marketing Specialist,"February 9, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW31773779.htm,"""It's probably the best place to work in""",5.0,in Singapore,Singapore,Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than a year,Pros,"- accelerated learning
- great benefits
- opportunity to work on exciting projectd",Cons,"- career progression
- internal processes",Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW31773779.htm&text=Google+review+on+%23Glassdoor%3A+%22It%27s%20probably%20the%20best%20place%20to%20work%20in%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22It%27s%20probably%20the%20best%20place%20to%20work%20in%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW31773779.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW31773779.htm,Copy Link,Flag as Inappropriate
Current Employee - Anonymous Employee,"February 2, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW31631882.htm,"""Customer Engineer""",5.0,,,,,,I have been working at Google full-time,Pros,"great perks, great people, great office",Cons,"high pressure, highly competitive,",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW31631882.htm&text=Google+review+on+%23Glassdoor%3A+%22Customer%20Engineer%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Customer%20Engineer%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW31631882.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW31631882.htm,Copy Link,Flag as Inappropriate
Current Employee - Continuous Improvement Project Leader,"January 29, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW31582575.htm,"""Systems Analyst""",5.0,,,,,,I have been working at Google full-time,Pros,The salary is high and given a lot of job opportunities,Cons,N/A. All is good about the company.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW31582575.htm&text=Google+review+on+%23Glassdoor%3A+%22Systems%20Analyst%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Systems%20Analyst%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW31582575.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW31582575.htm,Copy Link,Flag as Inappropriate
Former Employee - Senior Software Engineer,"February 7, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW31733085.htm,"""Looking for jobs to gain more success""",4.0,in Singapore,Singapore,Recommends,Positive Outlook,Approves of CEO,I worked at Google part-time for more than 3 years,Pros,"The working environment at Google is very much conducive, colleagues are really helpful and attend you when you are in need.",Cons,Well it can get stressful sometimes.,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW31733085.htm&text=Google+review+on+%23Glassdoor%3A+%22Looking%20for%20jobs%20to%20gain%20more%20success%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Looking%20for%20jobs%20to%20gain%20more%20success%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW31733085.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW31733085.htm,Copy Link,Flag as Inappropriate
Current Employee - Anonymous Employee,"January 19, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW31376873.htm,"""Business Analyst""",5.0,in Singapore,Singapore,Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 3 years,Pros,Business analyst is good environment for junior rep,Cons,"Everyday work late, always tough",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW31376873.htm&text=Google+review+on+%23Glassdoor%3A+%22Business%20Analyst%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Business%20Analyst%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW31376873.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW31376873.htm,Copy Link,Flag as Inappropriate
Former Employee - Anonymous Employee,"January 27, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW31530601.htm,"""Product Marketing Manager""",4.0,,,Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time,Pros,"Great people, exciting and challenging work",Cons,Not very structured and strategies evolve all the time.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW31530601.htm&text=Google+review+on+%23Glassdoor%3A+%22Product%20Marketing%20Manager%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Product%20Marketing%20Manager%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW31530601.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW31530601.htm,Copy Link,Flag as Inappropriate
Current Employee - Recruiting Coordinator,"December 16, 2019",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW30884851.htm,"""Recruiter""",5.0,,,,,,I have been working at Google full-time,Pros,Nice people and interesting work / products,Cons,Too structured and slow progression,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW30884851.htm&text=Google+review+on+%23Glassdoor%3A+%22Recruiter%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Recruiter%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW30884851.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW30884851.htm,Copy Link,Flag as Inappropriate
Current Employee - Anonymous Employee,"December 10, 2019",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW30789400.htm,"""Great culture and smart teams""",5.0,,,Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time,Pros,Strong growth culture and smart people driving the ship,Cons,Getting bigger making it slower,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW30789400.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20culture%20and%20smart%20teams%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20culture%20and%20smart%20teams%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW30789400.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW30789400.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Engineer,"December 3, 2019",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW30672013.htm,"""Very great!""",3.0,in Singapore,Singapore,Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time for more than 3 years,Pros,"Talented people, great work life balance",Cons,Things could be a little slow,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW30672013.htm&text=Google+review+on+%23Glassdoor%3A+%22Very%20great!%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Very%20great!%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW30672013.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW30672013.htm,Copy Link,Flag as Inappropriate
